chr,from.coord,to.coord,tag
chr1,84610000,84900000,domain
chr1,84900000,85100000,domain
chr1,85230000,85410000,domain
chr1,85460000,85720000,domain
chr1,85740000,86050000,domain
chr1,86050000,86180000,domain
chr1,87240000,87560000,domain
chr1,87590000,87760000,domain
chr1,89120000,89360000,domain
chr1,89460000,89800000,domain
chr1,90090000,90240000,domain
chr1,90270000,90460000,domain
chr1,90530000,91700000,domain
chr1,91970000,92400000,domain
chr1,92430000,92760000,domain
chr1,92760000,93180000,domain
chr1,93310000,93480000,domain
chr1,94090000,94320000,domain
chr1,94510000,94660000,domain
chr1,94980000,95270000,domain
chr1,95290000,95530000,domain
chr1,96670000,97300000,domain
chr1,97410000,98520000,domain
chr1,98520000,98940000,domain
chr1,99970000,100190000,domain
chr1,100930000,101350000,domain
chr1,101360000,101780000,domain
chr1,101970000,103770000,domain
chr1,104300000,107580000,domain
chr1,109240000,109480000,domain
chr1,109800000,110020000,domain
chr1,110320000,110560000,domain
chr1,110700000,111050000,domain
chr1,110710000,110880000,domain
chr1,111160000,111340000,domain
chr1,111730000,111980000,domain
chr1,111990000,112310000,domain
chr1,112970000,113250000,domain
chr1,113260000,113640000,domain
chr1,114280000,114520000,domain
chr1,114520000,114840000,domain
chr1,114880000,115260000,domain
chr1,115670000,116140000,domain
chr1,116320000,116580000,domain
chr1,116660000,117070000,domain
chr1,116710000,116890000,domain
chr1,116900000,117050000,domain
chr1,117230000,117600000,domain
chr1,117900000,118060000,domain
chr1,118070000,118450000,domain
chr1,118080000,118300000,domain
chr1,118520000,120340000,domain
chr1,118700000,119500000,domain
chr1,144910000,145090000,domain
chr1,145440000,145600000,domain
chr1,146940000,147130000,domain
chr1,147170000,147340000,domain
chr1,150520000,150930000,domain
chr1,150980000,151160000,domain
chr1,151380000,151820000,domain
chr1,151840000,152010000,domain
chr1,152160000,152450000,domain
chr1,152600000,153260000,domain
chr1,153290000,153470000,domain
chr1,153470000,153620000,domain
chr1,153770000,153960000,domain
chr1,153970000,154120000,domain
chr1,154530000,154910000,domain
chr1,155300000,155580000,domain
chr1,155900000,156050000,domain
chr1,156090000,156270000,domain
chr1,156310000,156590000,domain
chr1,156420000,156590000,domain
chr1,156630000,156920000,domain
chr1,156740000,156910000,domain
chr1,157140000,157510000,domain
chr1,157330000,157490000,domain
chr1,158150000,158970000,domain
chr1,159180000,159750000,domain
chr1,159750000,159900000,domain
chr1,160050000,160340000,domain
chr1,160390000,160600000,domain
chr1,160650000,160960000,domain
chr1,160960000,161130000,domain
chr1,161160000,161390000,domain
chr1,161750000,162010000,domain
chr1,162020000,162390000,domain
chr1,162570000,162790000,domain
chr1,162810000,163310000,domain
chr1,162840000,163030000,domain
chr1,163330000,165050000,domain
chr1,165350000,165560000,domain
chr1,165590000,165900000,domain
chr1,165930000,166800000,domain
chr1,166850000,167040000,domain
chr1,167240000,167410000,domain
chr1,167690000,168060000,domain
chr1,168660000,169070000,domain
chr1,169080000,169310000,domain
chr1,169520000,169820000,domain
chr1,169860000,170970000,domain
chr1,171760000,171960000,domain
chr1,171970000,172390000,domain
chr1,172410000,172700000,domain
chr1,172780000,173180000,domain
chr1,173190000,173380000,domain
chr1,173390000,173800000,domain
chr1,174720000,174970000,domain
chr1,175100000,175310000,domain
chr1,175340000,175860000,domain
chr1,175870000,176180000,domain
chr1,176860000,177920000,domain
chr1,177980000,178260000,domain
chr1,178270000,178500000,domain
chr1,178510000,178720000,domain
chr1,178750000,178990000,domain
chr1,179040000,179350000,domain
chr1,179050000,179200000,domain
chr1,179830000,180160000,domain
chr1,180200000,180460000,domain
chr1,180490000,180840000,domain
chr1,180850000,181150000,domain
chr1,181160000,181410000,domain
chr1,181490000,181980000,domain
chr1,182040000,182390000,domain
chr1,182500000,182790000,domain
chr1,182890000,183230000,domain
chr1,183250000,183570000,domain
chr1,183610000,183890000,domain
chr1,184030000,184660000,domain
chr1,184720000,184990000,domain
chr1,184750000,185160000,domain
chr1,185230000,185660000,domain
chr1,186350000,186990000,domain
chr1,192040000,192280000,domain
chr1,192430000,192590000,domain
chr1,192770000,193010000,domain
chr1,193140000,194290000,domain
chr1,196110000,196280000,domain
chr1,198450000,198680000,domain
chr1,198720000,198910000,domain
chr1,200250000,200490000,domain
chr1,200550000,200830000,domain
chr1,200860000,201090000,domain
chr1,201160000,201390000,domain
chr1,201430000,201820000,domain
chr1,201490000,201670000,domain
chr1,201960000,202120000,domain
chr1,202180000,202310000,domain
chr1,202370000,202700000,domain
chr1,202700000,202980000,domain
chr1,203000000,203210000,domain
chr1,203290000,203470000,domain
chr1,203460000,203770000,domain
chr1,203830000,204100000,domain
chr1,204120000,204370000,domain
chr1,204530000,204920000,domain
chr1,204530000,204800000,domain
chr1,205050000,205240000,domain
chr1,205300000,205490000,domain
chr1,205500000,205700000,domain
chr1,206650000,206860000,domain
chr1,206900000,207160000,domain
chr1,207990000,208180000,domain
chr1,208250000,208430000,domain
chr1,208490000,208790000,domain
chr1,208820000,209260000,domain
chr1,209730000,209940000,domain
chr1,210640000,211360000,domain
chr1,211680000,211850000,domain
chr1,211860000,212180000,domain
chr1,212240000,212490000,domain
chr1,214380000,214510000,domain
chr1,214530000,214800000,domain
chr1,214830000,215740000,domain
chr1,217590000,217850000,domain
chr1,219350000,219580000,domain
chr1,220160000,220390000,domain
chr1,220470000,220960000,domain
chr1,221030000,221390000,domain
chr1,221900000,222070000,domain
chr1,222910000,223280000,domain
chr1,224310000,224540000,domain
chr1,224690000,225080000,domain
chr1,224850000,225080000,domain
chr1,225630000,226180000,domain
chr1,225660000,225960000,domain
chr1,225970000,226180000,domain
chr1,226310000,226580000,domain
chr1,226600000,226800000,domain
chr1,226820000,227040000,domain
chr1,227220000,227640000,domain
chr1,227720000,227910000,domain
chr1,227940000,228150000,domain
chr1,228370000,228630000,domain
chr1,228800000,229370000,domain
chr1,229380000,229640000,domain
chr1,230200000,230410000,domain
chr1,230840000,231360000,domain
chr1,231530000,231770000,domain
chr1,231810000,233430000,domain
chr1,232760000,233410000,domain
chr1,233500000,234230000,domain
chr1,234230000,234450000,domain
chr1,235280000,235630000,domain
chr1,235670000,236170000,domain
chr1,236260000,236670000,domain
chr1,236710000,237060000,domain
chr1,237740000,240090000,domain
chr1,240180000,240360000,domain
chr1,240850000,241670000,domain
chr1,241690000,242010000,domain
chr1,242020000,242180000,domain
chr1,242220000,243150000,domain
chr1,243350000,243500000,domain
chr1,244210000,244440000,domain
chr1,244450000,244620000,domain
chr1,244760000,244980000,domain
chr1,244990000,245220000,domain
chr1,245280000,246170000,domain
chr1,246170000,246640000,domain
chr1,246660000,246930000,domain
chr1,247550000,248910000,domain
chr10,550000,840000,domain
chr10,860000,1130000,domain
chr10,2850000,3100000,domain
chr10,3220000,3810000,domain
chr10,3820000,4830000,domain
chr10,4860000,5440000,domain
chr10,5470000,5690000,domain
chr10,5720000,5930000,domain
chr10,6130000,6460000,domain
chr10,6470000,6700000,domain
chr10,7550000,7770000,domain
chr10,7900000,8100000,domain
chr10,11130000,11320000,domain
chr10,11540000,11800000,domain
chr10,11820000,12040000,domain
chr10,12300000,12730000,domain
chr10,12760000,13140000,domain
chr10,12780000,12960000,domain
chr10,13170000,13370000,domain
chr10,13390000,13630000,domain
chr10,13670000,13820000,domain
chr10,13820000,14140000,domain
chr10,14230000,14520000,domain
chr10,14540000,14880000,domain
chr10,14930000,15150000,domain
chr10,15170000,15440000,domain
chr10,15460000,15870000,domain
chr10,15910000,16840000,domain
chr10,16870000,17300000,domain
chr10,17460000,17650000,domain
chr10,18560000,21130000,domain
chr10,21140000,21330000,domain
chr10,21560000,21790000,domain
chr10,21820000,22030000,domain
chr10,22860000,23290000,domain
chr10,23450000,24660000,domain
chr10,24660000,24850000,domain
chr10,24870000,25380000,domain
chr10,25010000,25370000,domain
chr10,26100000,26860000,domain
chr10,26990000,27180000,domain
chr10,28050000,28490000,domain
chr10,28540000,28700000,domain
chr10,29020000,29290000,domain
chr10,29770000,30290000,domain
chr10,30300000,30590000,domain
chr10,30640000,30920000,domain
chr10,31050000,31320000,domain
chr10,31370000,31610000,domain
chr10,31800000,32090000,domain
chr10,32120000,32310000,domain
chr10,32330000,32500000,domain
chr10,33470000,33620000,domain
chr10,34950000,35270000,domain
chr10,35370000,35530000,domain
chr10,35520000,35870000,domain
chr10,35910000,37130000,domain
chr10,37200000,39150000,domain
chr10,43360000,43590000,domain
chr10,44150000,44820000,domain
chr10,44910000,45370000,domain
chr10,45510000,45720000,domain
chr10,46940000,47760000,domain
chr10,49870000,50640000,domain
chr10,52000000,52660000,domain
chr10,52800000,53130000,domain
chr10,54060000,54260000,domain
chr10,54570000,57270000,domain
chr10,57530000,59740000,domain
chr10,59920000,60070000,domain
chr10,61850000,62210000,domain
chr10,62230000,62490000,domain
chr10,62570000,62750000,domain
chr10,63800000,64010000,domain
chr10,64920000,65570000,domain
chr10,65750000,69320000,domain
chr10,69600000,70100000,domain
chr10,70300000,70470000,domain
chr10,70490000,70710000,domain
chr10,70730000,70930000,domain
chr10,70980000,71160000,domain
chr10,71540000,71700000,domain
chr10,71710000,71880000,domain
chr10,71920000,72160000,domain
chr10,72330000,72560000,domain
chr10,72660000,73050000,domain
chr10,73060000,73480000,domain
chr10,73640000,74110000,domain
chr10,73670000,73820000,domain
chr10,73830000,74110000,domain
chr10,74120000,74730000,domain
chr10,74120000,74850000,domain
chr10,74640000,74810000,domain
chr10,75250000,75430000,domain
chr10,75570000,75880000,domain
chr10,76000000,76880000,domain
chr10,77080000,78880000,domain
chr10,77120000,77750000,domain
chr10,78920000,79470000,domain
chr10,79590000,79790000,domain
chr10,79800000,80420000,domain
chr10,80820000,80970000,domain
chr10,81100000,81260000,domain
chr10,82130000,82310000,domain
chr10,82440000,85870000,domain
chr10,82720000,85860000,domain
chr10,86060000,86310000,domain
chr10,86400000,88140000,domain
chr10,88150000,88360000,domain
chr10,88440000,88680000,domain
chr10,89720000,90230000,domain
chr10,90330000,90580000,domain
chr10,90790000,90980000,domain
chr10,91000000,91170000,domain
chr10,91180000,91340000,domain
chr10,91920000,92380000,domain
chr10,92630000,93040000,domain
chr10,93040000,93500000,domain
chr10,93780000,94230000,domain
chr10,93840000,94060000,domain
chr10,94430000,94670000,domain
chr10,94830000,95060000,domain
chr10,95080000,95280000,domain
chr10,95290000,95460000,domain
chr10,95510000,96260000,domain
chr10,96940000,97140000,domain
chr10,97170000,97380000,domain
chr10,97410000,97640000,domain
chr10,97730000,98100000,domain
chr10,98600000,98750000,domain
chr10,98800000,99000000,domain
chr10,99160000,99450000,domain
chr10,99510000,99890000,domain
chr10,99670000,99860000,domain
chr10,100230000,100440000,domain
chr10,101130000,101380000,domain
chr10,101620000,101810000,domain
chr10,102050000,102290000,domain
chr10,102310000,102660000,domain
chr10,102910000,103340000,domain
chr10,103350000,103550000,domain
chr10,103580000,103860000,domain
chr10,103910000,104160000,domain
chr10,104670000,104830000,domain
chr10,104840000,105040000,domain
chr10,105460000,105640000,domain
chr10,105640000,106020000,domain
chr10,106260000,111620000,domain
chr10,111620000,112050000,domain
chr10,111630000,111900000,domain
chr10,111890000,112050000,domain
chr10,112070000,112340000,domain
chr10,112370000,114100000,domain
chr10,112860000,113860000,domain
chr10,114700000,114890000,domain
chr10,114930000,115370000,domain
chr10,115520000,115910000,domain
chr10,116040000,116230000,domain
chr10,116230000,116590000,domain
chr10,116970000,118270000,domain
chr10,118400000,118570000,domain
chr10,118570000,118940000,domain
chr10,120000000,120240000,domain
chr10,120300000,120770000,domain
chr10,120950000,121200000,domain
chr10,121480000,121650000,domain
chr10,122120000,122660000,domain
chr10,122710000,123480000,domain
chr10,123490000,123670000,domain
chr10,124030000,124330000,domain
chr10,124040000,124220000,domain
chr10,124530000,124750000,domain
chr10,124800000,125330000,domain
chr10,125340000,125730000,domain
chr10,126200000,126460000,domain
chr10,126680000,126850000,domain
chr10,126850000,127410000,domain
chr10,127590000,128450000,domain
chr10,129670000,129940000,domain
chr10,129690000,129820000,domain
chr10,130050000,130700000,domain
chr10,130790000,131160000,domain
chr10,131990000,133670000,domain
chr10,134000000,134190000,domain
chr10,134270000,134460000,domain
chr10,134460000,134680000,domain
chr11,530000,810000,domain
chr11,850000,1050000,domain
chr11,1690000,1850000,domain
chr11,1870000,2030000,domain
chr11,2200000,2480000,domain
chr11,2560000,2910000,domain
chr11,3470000,3620000,domain
chr11,3680000,3840000,domain
chr11,3860000,4120000,domain
chr11,5130000,5430000,domain
chr11,5530000,5850000,domain
chr11,6000000,6390000,domain
chr11,6390000,6740000,domain
chr11,7520000,7720000,domain
chr11,8200000,8600000,domain
chr11,8630000,8890000,domain
chr11,8990000,9160000,domain
chr11,9170000,9480000,domain
chr11,9590000,9780000,domain
chr11,9780000,10350000,domain
chr11,10410000,10770000,domain
chr11,10940000,11810000,domain
chr11,11930000,12310000,domain
chr11,12070000,12310000,domain
chr11,12330000,12930000,domain
chr11,12670000,12920000,domain
chr11,12970000,13200000,domain
chr11,13220000,13380000,domain
chr11,13780000,14270000,domain
chr11,14290000,14530000,domain
chr11,14540000,15230000,domain
chr11,15830000,16700000,domain
chr11,16780000,17100000,domain
chr11,17100000,17230000,domain
chr11,17390000,17570000,domain
chr11,17580000,18010000,domain
chr11,17610000,17760000,domain
chr11,17810000,18000000,domain
chr11,18250000,18810000,domain
chr11,19070000,19290000,domain
chr11,19330000,19570000,domain
chr11,19580000,19940000,domain
chr11,19580000,19770000,domain
chr11,19780000,19940000,domain
chr11,19960000,20160000,domain
chr11,20190000,20370000,domain
chr11,20730000,22160000,domain
chr11,26000000,26300000,domain
chr11,27670000,29380000,domain
chr11,28710000,29330000,domain
chr11,29430000,30260000,domain
chr11,31250000,31930000,domain
chr11,32030000,32240000,domain
chr11,32930000,33130000,domain
chr11,33180000,33370000,domain
chr11,33370000,33710000,domain
chr11,33850000,34110000,domain
chr11,34190000,34530000,domain
chr11,34580000,34920000,domain
chr11,34940000,35260000,domain
chr11,35260000,35430000,domain
chr11,35590000,36300000,domain
chr11,36310000,36520000,domain
chr11,36550000,36780000,domain
chr11,41880000,42570000,domain
chr11,42680000,43300000,domain
chr11,43510000,43890000,domain
chr11,43890000,44100000,domain
chr11,44120000,44560000,domain
chr11,44730000,44930000,domain
chr11,44940000,45130000,domain
chr11,45130000,45360000,domain
chr11,45380000,45810000,domain
chr11,45940000,46370000,domain
chr11,46390000,46700000,domain
chr11,46400000,46590000,domain
chr11,46870000,47180000,domain
chr11,47180000,47400000,domain
chr11,47440000,47640000,domain
chr11,47890000,48180000,domain
chr11,48180000,50600000,domain
chr11,54800000,56580000,domain
chr11,56870000,57040000,domain
chr11,57090000,57430000,domain
chr11,57430000,57600000,domain
chr11,57580000,57900000,domain
chr11,60140000,60410000,domain
chr11,60530000,60700000,domain
chr11,60720000,60970000,domain
chr11,61050000,61200000,domain
chr11,61200000,61510000,domain
chr11,61630000,61890000,domain
chr11,61930000,62120000,domain
chr11,62160000,62330000,domain
chr11,62660000,62800000,domain
chr11,63530000,63950000,domain
chr11,63560000,63740000,domain
chr11,63750000,63940000,domain
chr11,63950000,64120000,domain
chr11,64140000,64510000,domain
chr11,64540000,64870000,domain
chr11,65130000,65300000,domain
chr11,65390000,65820000,domain
chr11,65430000,65620000,domain
chr11,65620000,65780000,domain
chr11,65830000,66030000,domain
chr11,66460000,66610000,domain
chr11,66630000,66800000,domain
chr11,66840000,67010000,domain
chr11,67570000,67750000,domain
chr11,67790000,67970000,domain
chr11,67980000,68230000,domain
chr11,68370000,68830000,domain
chr11,68370000,68570000,domain
chr11,68860000,69480000,domain
chr11,70050000,70270000,domain
chr11,70300000,71160000,domain
chr11,71960000,72150000,domain
chr11,72160000,72410000,domain
chr11,72550000,73000000,domain
chr11,72550000,72890000,domain
chr11,73110000,73400000,domain
chr11,73960000,74160000,domain
chr11,74400000,74590000,domain
chr11,74620000,74970000,domain
chr11,75120000,75280000,domain
chr11,75610000,75860000,domain
chr11,75880000,76050000,domain
chr11,76250000,76410000,domain
chr11,76420000,76750000,domain
chr11,76420000,76640000,domain
chr11,76900000,77290000,domain
chr11,77390000,77760000,domain
chr11,77850000,78290000,domain
chr11,77930000,78120000,domain
chr11,78330000,78830000,domain
chr11,78850000,81020000,domain
chr11,79950000,80750000,domain
chr11,82610000,82920000,domain
chr11,82650000,82800000,domain
chr11,85310000,85560000,domain
chr11,85640000,85970000,domain
chr11,86020000,86150000,domain
chr11,86150000,86550000,domain
chr11,86160000,86320000,domain
chr11,86330000,86530000,domain
chr11,86650000,87040000,domain
chr11,88000000,88280000,domain
chr11,89970000,92650000,domain
chr11,93390000,93560000,domain
chr11,94300000,94710000,domain
chr11,95530000,96160000,domain
chr11,95770000,96130000,domain
chr11,100430000,100770000,domain
chr11,101720000,101900000,domain
chr11,102160000,102550000,domain
chr11,102210000,102370000,domain
chr11,102590000,102950000,domain
chr11,103080000,103500000,domain
chr11,103190000,103490000,domain
chr11,104440000,105740000,domain
chr11,105970000,107090000,domain
chr11,107420000,107600000,domain
chr11,108560000,108740000,domain
chr11,109810000,109960000,domain
chr11,110120000,110270000,domain
chr11,110330000,111130000,domain
chr11,111140000,111360000,domain
chr11,111430000,111720000,domain
chr11,111740000,111950000,domain
chr11,112190000,113160000,domain
chr11,113160000,113580000,domain
chr11,113170000,113430000,domain
chr11,113890000,114140000,domain
chr11,114150000,114330000,domain
chr11,114620000,116100000,domain
chr11,116140000,116580000,domain
chr11,116210000,116360000,domain
chr11,116370000,116570000,domain
chr11,116640000,117020000,domain
chr11,117290000,117640000,domain
chr11,117670000,117950000,domain
chr11,118010000,118420000,domain
chr11,118020000,118230000,domain
chr11,118240000,118400000,domain
chr11,118530000,118880000,domain
chr11,118920000,119220000,domain
chr11,120020000,120190000,domain
chr11,120200000,120370000,domain
chr11,120380000,120810000,domain
chr11,120840000,121090000,domain
chr11,121180000,121470000,domain
chr11,121520000,121880000,domain
chr11,122090000,122400000,domain
chr11,122490000,122680000,domain
chr11,122720000,122930000,domain
chr11,122950000,123130000,domain
chr11,123150000,123380000,domain
chr11,123440000,123610000,domain
chr11,124270000,124480000,domain
chr11,124500000,124740000,domain
chr11,124790000,125310000,domain
chr11,125020000,125280000,domain
chr11,125420000,125760000,domain
chr11,125550000,125750000,domain
chr11,125780000,126080000,domain
chr11,126150000,126310000,domain
chr11,126310000,127890000,domain
chr11,127890000,128030000,domain
chr11,128910000,129210000,domain
chr11,129250000,129620000,domain
chr11,129780000,130020000,domain
chr11,130050000,130250000,domain
chr11,130300000,130770000,domain
chr11,131550000,132030000,domain
chr11,131560000,131780000,domain
chr11,131790000,132010000,domain
chr11,132990000,133700000,domain
chr11,133780000,134130000,domain
chr11,133880000,134120000,domain
chr12,530000,680000,domain
chr12,680000,870000,domain
chr12,1220000,1700000,domain
chr12,1740000,1910000,domain
chr12,1910000,2070000,domain
chr12,2150000,2840000,domain
chr12,2950000,3160000,domain
chr12,3180000,3400000,domain
chr12,3410000,3930000,domain
chr12,3760000,3890000,domain
chr12,3980000,4410000,domain
chr12,5230000,5920000,domain
chr12,6150000,6400000,domain
chr12,6420000,6650000,domain
chr12,6680000,6960000,domain
chr12,7810000,7980000,domain
chr12,7990000,8200000,domain
chr12,8240000,8400000,domain
chr12,8650000,8800000,domain
chr12,8780000,9070000,domain
chr12,9220000,9440000,domain
chr12,10170000,10320000,domain
chr12,10380000,10750000,domain
chr12,10730000,10900000,domain
chr12,10920000,11350000,domain
chr12,11370000,11660000,domain
chr12,11700000,12190000,domain
chr12,12220000,12490000,domain
chr12,12510000,12860000,domain
chr12,12910000,13140000,domain
chr12,13150000,13400000,domain
chr12,13420000,14330000,domain
chr12,13520000,14320000,domain
chr12,14360000,14680000,domain
chr12,14920000,15150000,domain
chr12,15400000,15680000,domain
chr12,15730000,16030000,domain
chr12,16280000,18280000,domain
chr12,16790000,18240000,domain
chr12,18360000,19390000,domain
chr12,19900000,20060000,domain
chr12,20540000,20790000,domain
chr12,21860000,22180000,domain
chr12,22240000,22550000,domain
chr12,22860000,24970000,domain
chr12,24150000,24950000,domain
chr12,24980000,25120000,domain
chr12,25130000,25320000,domain
chr12,25350000,25550000,domain
chr12,25790000,26200000,domain
chr12,26240000,26830000,domain
chr12,26240000,26570000,domain
chr12,26860000,27000000,domain
chr12,27170000,27470000,domain
chr12,27540000,27840000,domain
chr12,28130000,28340000,domain
chr12,28350000,29180000,domain
chr12,29220000,29490000,domain
chr12,29710000,29960000,domain
chr12,30990000,31230000,domain
chr12,31480000,31800000,domain
chr12,31820000,32160000,domain
chr12,32210000,32480000,domain
chr12,32510000,32880000,domain
chr12,32910000,34180000,domain
chr12,37860000,38690000,domain
chr12,38710000,39680000,domain
chr12,40520000,40730000,domain
chr12,41330000,41640000,domain
chr12,41680000,42000000,domain
chr12,42490000,42810000,domain
chr12,42980000,43740000,domain
chr12,44340000,45340000,domain
chr12,45550000,45820000,domain
chr12,45910000,46140000,domain
chr12,46150000,46390000,domain
chr12,46510000,46740000,domain
chr12,46760000,47070000,domain
chr12,47070000,47410000,domain
chr12,47430000,47830000,domain
chr12,48100000,48250000,domain
chr12,48590000,49020000,domain
chr12,49210000,49390000,domain
chr12,49510000,49660000,domain
chr12,49710000,49960000,domain
chr12,50140000,50470000,domain
chr12,50480000,50810000,domain
chr12,50870000,51140000,domain
chr12,51150000,51760000,domain
chr12,51180000,51420000,domain
chr12,51440000,51750000,domain
chr12,51790000,52250000,domain
chr12,52270000,52520000,domain
chr12,52530000,52740000,domain
chr12,52740000,53270000,domain
chr12,53910000,54140000,domain
chr12,54160000,54320000,domain
chr12,54340000,54600000,domain
chr12,54610000,54780000,domain
chr12,55090000,55390000,domain
chr12,56120000,56370000,domain
chr12,56510000,56680000,domain
chr12,56710000,56860000,domain
chr12,56880000,57040000,domain
chr12,57150000,57390000,domain
chr12,57400000,57610000,domain
chr12,57660000,57870000,domain
chr12,57910000,58110000,domain
chr12,58150000,58330000,domain
chr12,59280000,59520000,domain
chr12,59770000,60930000,domain
chr12,63000000,63190000,domain
chr12,63220000,63470000,domain
chr12,64880000,65170000,domain
chr12,65310000,65520000,domain
chr12,65700000,65930000,domain
chr12,65950000,66220000,domain
chr12,67730000,68390000,domain
chr12,68730000,69070000,domain
chr12,69240000,69630000,domain
chr12,69750000,69990000,domain
chr12,70930000,71120000,domain
chr12,71140000,71980000,domain
chr12,72430000,74880000,domain
chr12,75020000,75710000,domain
chr12,75910000,76430000,domain
chr12,76450000,76880000,domain
chr12,76460000,76740000,domain
chr12,76990000,77320000,domain
chr12,77010000,77200000,domain
chr12,77420000,78090000,domain
chr12,78110000,78340000,domain
