chr,from.coord,to.coord,tag
chr1,111350000,111550000,domain
chr1,111720000,111970000,domain
chr1,112010000,112300000,domain
chr1,112320000,112910000,domain
chr1,112330000,112530000,domain
chr1,112920000,113210000,domain
chr1,113030000,113160000,domain
chr1,113250000,113640000,domain
chr1,113480000,113640000,domain
chr1,113680000,113950000,domain
chr1,113990000,114230000,domain
chr1,114300000,114510000,domain
chr1,114510000,114860000,domain
chr1,114930000,115120000,domain
chr1,115260000,115610000,domain
chr1,115300000,115500000,domain
chr1,115660000,116140000,domain
chr1,116010000,116140000,domain
chr1,116150000,116320000,domain
chr1,116340000,116550000,domain
chr1,116670000,117050000,domain
chr1,116700000,116910000,domain
chr1,117190000,117600000,domain
chr1,117620000,117850000,domain
chr1,118040000,118470000,domain
chr1,118560000,119580000,domain
chr1,144920000,145100000,domain
chr1,145120000,145300000,domain
chr1,146950000,147120000,domain
chr1,147210000,147350000,domain
chr1,150040000,150170000,domain
chr1,150560000,150940000,domain
chr1,150580000,150800000,domain
chr1,151380000,151850000,domain
chr1,151850000,152010000,domain
chr1,152010000,152160000,domain
chr1,152160000,152430000,domain
chr1,152890000,153180000,domain
chr1,153290000,153480000,domain
chr1,153770000,153960000,domain
chr1,153960000,154140000,domain
chr1,154600000,154880000,domain
chr1,155310000,155580000,domain
chr1,156050000,156300000,domain
chr1,156320000,156590000,domain
chr1,156420000,156590000,domain
chr1,156680000,156910000,domain
chr1,157140000,157490000,domain
chr1,157160000,157330000,domain
chr1,157530000,157930000,domain
chr1,157930000,158130000,domain
chr1,158160000,158470000,domain
chr1,159180000,159750000,domain
chr1,159310000,159740000,domain
chr1,160050000,160270000,domain
chr1,160390000,160610000,domain
chr1,160640000,160960000,domain
chr1,160960000,161120000,domain
chr1,161140000,161390000,domain
chr1,161750000,162010000,domain
chr1,162020000,162440000,domain
chr1,162020000,162250000,domain
chr1,162580000,162780000,domain
chr1,162810000,163300000,domain
chr1,162820000,163040000,domain
chr1,163330000,163510000,domain
chr1,164590000,164760000,domain
chr1,164790000,165040000,domain
chr1,165080000,165350000,domain
chr1,165360000,165570000,domain
chr1,165670000,165890000,domain
chr1,165900000,166420000,domain
chr1,166470000,166760000,domain
chr1,166850000,167030000,domain
chr1,167030000,167200000,domain
chr1,167210000,167510000,domain
chr1,167520000,167680000,domain
chr1,167750000,168010000,domain
chr1,168360000,168560000,domain
chr1,168570000,169110000,domain
chr1,169110000,169330000,domain
chr1,169390000,169530000,domain
chr1,169520000,169810000,domain
chr1,169860000,170900000,domain
chr1,170930000,171210000,domain
chr1,171040000,171210000,domain
chr1,171570000,171730000,domain
chr1,171770000,171960000,domain
chr1,172000000,172390000,domain
chr1,172400000,172710000,domain
chr1,172400000,172550000,domain
chr1,172550000,172710000,domain
chr1,172710000,173190000,domain
chr1,173200000,173390000,domain
chr1,173400000,173780000,domain
chr1,173920000,174200000,domain
chr1,174220000,174710000,domain
chr1,174770000,174970000,domain
chr1,174990000,175120000,domain
chr1,175120000,175300000,domain
chr1,175330000,175890000,domain
chr1,176310000,176850000,domain
chr1,176340000,176520000,domain
chr1,176870000,177150000,domain
chr1,177750000,177920000,domain
chr1,177920000,178270000,domain
chr1,178270000,178490000,domain
chr1,178510000,178730000,domain
chr1,178760000,179000000,domain
chr1,179050000,179340000,domain
chr1,179060000,179190000,domain
chr1,179360000,179600000,domain
chr1,179650000,179810000,domain
chr1,179840000,180150000,domain
chr1,180220000,180450000,domain
chr1,180480000,180840000,domain
chr1,180620000,180820000,domain
chr1,180850000,181140000,domain
chr1,180970000,181140000,domain
chr1,181150000,181410000,domain
chr1,181430000,181660000,domain
chr1,181670000,181910000,domain
chr1,182050000,182370000,domain
chr1,182390000,182560000,domain
chr1,182400000,182790000,domain
chr1,182570000,182760000,domain
chr1,182890000,183190000,domain
chr1,183230000,183540000,domain
chr1,183250000,183440000,domain
chr1,183610000,183890000,domain
chr1,183890000,184030000,domain
chr1,184040000,184210000,domain
chr1,184760000,184950000,domain
chr1,184960000,185140000,domain
chr1,185340000,185660000,domain
chr1,185800000,186120000,domain
chr1,186360000,186980000,domain
chr1,187020000,187230000,domain
chr1,187440000,187830000,domain
chr1,189390000,190380000,domain
chr1,190480000,191120000,domain
chr1,191160000,191810000,domain
chr1,191920000,192420000,domain
chr1,191950000,192280000,domain
chr1,192430000,192580000,domain
chr1,192590000,192750000,domain
chr1,192770000,193000000,domain
chr1,193130000,194280000,domain
chr1,194460000,195790000,domain
chr1,195900000,196110000,domain
chr1,196120000,196290000,domain
chr1,196320000,196630000,domain
chr1,196680000,197120000,domain
chr1,197150000,197330000,domain
chr1,197580000,197880000,domain
chr1,198440000,198680000,domain
chr1,198710000,199460000,domain
chr1,199650000,200020000,domain
chr1,200250000,200480000,domain
chr1,200530000,200800000,domain
chr1,201210000,201340000,domain
chr1,201350000,201490000,domain
chr1,201490000,201800000,domain
chr1,201520000,201670000,domain
chr1,201830000,202120000,domain
chr1,201960000,202120000,domain
chr1,202140000,202300000,domain
chr1,202420000,202690000,domain
chr1,202700000,202970000,domain
chr1,202990000,203240000,domain
chr1,203290000,203460000,domain
chr1,203470000,203670000,domain
chr1,203830000,204100000,domain
chr1,204120000,204350000,domain
chr1,204530000,204770000,domain
chr1,204770000,204930000,domain
chr1,205300000,205500000,domain
chr1,206900000,207160000,domain
chr1,207260000,207600000,domain
chr1,207730000,207880000,domain
chr1,207980000,208180000,domain
chr1,208270000,208430000,domain
chr1,208430000,208780000,domain
chr1,208810000,209380000,domain
chr1,208820000,209220000,domain
chr1,209740000,209940000,domain
chr1,210000000,210190000,domain
chr1,210310000,210540000,domain
chr1,210620000,210750000,domain
chr1,210810000,211310000,domain
chr1,211310000,211440000,domain
chr1,211480000,211850000,domain
chr1,211490000,211680000,domain
chr1,211680000,211850000,domain
chr1,211860000,212170000,domain
chr1,212240000,212490000,domain
chr1,212640000,212790000,domain
chr1,212980000,213180000,domain
chr1,213520000,213730000,domain
chr1,214370000,214520000,domain
chr1,214530000,214800000,domain
chr1,214830000,215320000,domain
chr1,214980000,215310000,domain
chr1,215340000,215700000,domain
chr1,216180000,216380000,domain
chr1,216480000,216740000,domain
chr1,216920000,217530000,domain
chr1,217950000,218410000,domain
chr1,218060000,218370000,domain
chr1,218500000,218700000,domain
chr1,219360000,220010000,domain
chr1,220440000,220820000,domain
chr1,220990000,221390000,domain
chr1,221410000,221610000,domain
chr1,221650000,221890000,domain
chr1,221910000,222190000,domain
chr1,222350000,222630000,domain
chr1,222630000,222820000,domain
chr1,222910000,223280000,domain
chr1,224290000,224540000,domain
chr1,224740000,225110000,domain
chr1,225130000,225500000,domain
chr1,225660000,225980000,domain
chr1,226010000,226180000,domain
chr1,226310000,226580000,domain
chr1,226590000,226800000,domain
chr1,226810000,227040000,domain
chr1,227310000,227630000,domain
chr1,227660000,227920000,domain
chr1,227930000,228150000,domain
chr1,228790000,229370000,domain
chr1,229390000,229640000,domain
chr1,229780000,230380000,domain
chr1,230450000,230780000,domain
chr1,231020000,231370000,domain
chr1,231480000,231730000,domain
chr1,231860000,232770000,domain
chr1,232770000,233100000,domain
chr1,233510000,233940000,domain
chr1,233610000,233790000,domain
chr1,234030000,234220000,domain
chr1,234240000,234530000,domain
chr1,235400000,235620000,domain
chr1,235650000,235910000,domain
chr1,235960000,236170000,domain
chr1,236270000,236700000,domain
chr1,236760000,237050000,domain
chr1,237080000,237580000,domain
chr1,238020000,238390000,domain
chr1,238900000,239130000,domain
chr1,239160000,239460000,domain
chr1,239540000,240090000,domain
chr1,240180000,240350000,domain
chr1,240370000,240860000,domain
chr1,240890000,241670000,domain
chr1,241120000,241660000,domain
chr1,241680000,242020000,domain
chr1,241790000,242010000,domain
chr1,242040000,243200000,domain
chr1,243340000,243500000,domain
chr1,243640000,243900000,domain
chr1,244210000,244430000,domain
chr1,244440000,244610000,domain
chr1,244760000,245000000,domain
chr1,245000000,245220000,domain
chr1,245230000,246170000,domain
chr1,246170000,246630000,domain
chr1,246440000,246630000,domain
chr1,246660000,246940000,domain
chr1,247520000,247680000,domain
chr1,247750000,248900000,domain
chr1,247770000,248580000,domain
chr10,530000,840000,domain
chr10,880000,1110000,domain
chr10,1210000,1420000,domain
chr10,3220000,3820000,domain
chr10,3230000,3510000,domain
chr10,3820000,3970000,domain
chr10,4540000,4700000,domain
chr10,5050000,5450000,domain
chr10,5480000,5680000,domain
chr10,5980000,6130000,domain
chr10,6220000,6450000,domain
chr10,6460000,6710000,domain
chr10,6960000,7500000,domain
chr10,7530000,7780000,domain
chr10,7900000,8090000,domain
chr10,8090000,8350000,domain
chr10,8920000,9340000,domain
chr10,9360000,10730000,domain
chr10,10750000,11080000,domain
chr10,11100000,11310000,domain
chr10,11540000,11800000,domain
chr10,11820000,12040000,domain
chr10,12290000,12720000,domain
chr10,12750000,13140000,domain
chr10,13180000,13380000,domain
chr10,13400000,13630000,domain
chr10,13660000,13830000,domain
chr10,13830000,14170000,domain
chr10,14230000,14540000,domain
chr10,14570000,14880000,domain
chr10,14940000,15160000,domain
chr10,15200000,15430000,domain
chr10,15470000,15790000,domain
chr10,15940000,16560000,domain
chr10,16620000,16830000,domain
chr10,16870000,17300000,domain
chr10,17300000,17490000,domain
chr10,18550000,18840000,domain
chr10,18970000,19680000,domain
chr10,19700000,20090000,domain
chr10,20570000,21080000,domain
chr10,21150000,21560000,domain
chr10,21160000,21350000,domain
chr10,21360000,21560000,domain
chr10,21570000,21790000,domain
chr10,21830000,22020000,domain
chr10,22030000,22260000,domain
chr10,22300000,22510000,domain
chr10,22870000,23300000,domain
chr10,23420000,23600000,domain
chr10,23600000,23810000,domain
chr10,23820000,23990000,domain
chr10,24280000,24480000,domain
chr10,24490000,24650000,domain
chr10,24650000,24820000,domain
chr10,24880000,25370000,domain
chr10,25390000,26000000,domain
chr10,26030000,26590000,domain
chr10,26610000,26850000,domain
chr10,27000000,27180000,domain
chr10,27180000,27390000,domain
chr10,27660000,27840000,domain
chr10,28040000,28490000,domain
chr10,28520000,28690000,domain
chr10,28690000,28880000,domain
chr10,28920000,29430000,domain
chr10,28950000,29290000,domain
chr10,29860000,30300000,domain
chr10,30300000,30590000,domain
chr10,30670000,30910000,domain
chr10,31400000,31610000,domain
chr10,31800000,32100000,domain
chr10,32120000,32310000,domain
chr10,32310000,32510000,domain
chr10,32670000,33190000,domain
chr10,32750000,33080000,domain
chr10,33300000,33460000,domain
chr10,33590000,34620000,domain
chr10,34620000,34930000,domain
chr10,34950000,35280000,domain
chr10,35100000,35270000,domain
chr10,35510000,35850000,domain
chr10,35970000,36240000,domain
chr10,37170000,37800000,domain
chr10,37800000,38050000,domain
chr10,38420000,38640000,domain
chr10,43350000,43600000,domain
chr10,43630000,43880000,domain
chr10,43970000,44160000,domain
chr10,44170000,44880000,domain
chr10,44900000,45370000,domain
chr10,45490000,45730000,domain
chr10,45740000,45950000,domain
chr10,46900000,47760000,domain
chr10,49550000,49870000,domain
chr10,49870000,50160000,domain
chr10,50180000,50610000,domain
chr10,50190000,50380000,domain
chr10,50600000,50730000,domain
chr10,50810000,51010000,domain
chr10,52530000,52730000,domain
chr10,52820000,53150000,domain
chr10,53440000,53720000,domain
chr10,53730000,53990000,domain
chr10,54040000,54350000,domain
chr10,54360000,54550000,domain
chr10,54660000,54960000,domain
chr10,55360000,55590000,domain
chr10,55760000,56170000,domain
chr10,56840000,57030000,domain
chr10,58230000,58570000,domain
chr10,59090000,59320000,domain
chr10,59430000,59830000,domain
chr10,59460000,59620000,domain
chr10,59630000,59820000,domain
chr10,60160000,60540000,domain
chr10,60540000,60710000,domain
chr10,60720000,60980000,domain
chr10,61000000,61350000,domain
chr10,61380000,61580000,domain
chr10,61600000,61810000,domain
chr10,61840000,61990000,domain
chr10,61850000,62200000,domain
chr10,62000000,62200000,domain
chr10,62200000,62550000,domain
chr10,62210000,62410000,domain
chr10,62570000,62740000,domain
chr10,62740000,63640000,domain
chr10,63650000,63800000,domain
chr10,63820000,64000000,domain
chr10,64010000,64200000,domain
chr10,64200000,64360000,domain
chr10,64370000,64580000,domain
chr10,64590000,64870000,domain
chr10,65610000,65790000,domain
chr10,65790000,66480000,domain
chr10,67110000,67950000,domain
chr10,68380000,68690000,domain
chr10,68710000,69550000,domain
chr10,69800000,70100000,domain
chr10,69810000,69940000,domain
chr10,70270000,70490000,domain
chr10,70520000,70700000,domain
chr10,70730000,70940000,domain
chr10,70980000,71160000,domain
chr10,71970000,72160000,domain
chr10,72310000,72540000,domain
chr10,72660000,73050000,domain
chr10,73060000,73570000,domain
chr10,73060000,73470000,domain
chr10,73650000,73830000,domain
chr10,74120000,74630000,domain
chr10,74450000,74600000,domain
chr10,74630000,74800000,domain
chr10,74990000,75170000,domain
chr10,75260000,75420000,domain
chr10,75590000,75870000,domain
chr10,76410000,76870000,domain
chr10,77010000,77160000,domain
chr10,77160000,77420000,domain
chr10,77860000,78060000,domain
chr10,78080000,78310000,domain
chr10,78360000,78760000,domain
chr10,78920000,79530000,domain
chr10,79610000,79790000,domain
chr10,79810000,79950000,domain
chr10,81110000,81270000,domain
chr10,82140000,82300000,domain
chr10,82420000,82790000,domain
chr10,82800000,83620000,domain
chr10,82960000,83610000,domain
chr10,84560000,84730000,domain
chr10,86010000,86310000,domain
chr10,86120000,86300000,domain
chr10,86340000,86540000,domain
chr10,88220000,88430000,domain
chr10,88460000,88670000,domain
chr10,89280000,89550000,domain
chr10,89610000,90160000,domain
chr10,89710000,89880000,domain
chr10,90160000,90320000,domain
chr10,90330000,90580000,domain
chr10,90780000,90980000,domain
chr10,91000000,91170000,domain
chr10,91180000,91330000,domain
chr10,91540000,91750000,domain
chr10,91750000,91900000,domain
chr10,92490000,92640000,domain
chr10,92650000,93040000,domain
chr10,93220000,93510000,domain
chr10,93510000,93700000,domain
chr10,93840000,94060000,domain
chr10,94420000,94610000,domain
chr10,94640000,94830000,domain
chr10,94840000,95070000,domain
chr10,95100000,95270000,domain
chr10,95280000,95450000,domain
chr10,95460000,95620000,domain
chr10,95660000,96090000,domain
chr10,95830000,96020000,domain
chr10,96370000,96890000,domain
chr10,96940000,97140000,domain
chr10,97150000,97380000,domain
chr10,97430000,97640000,domain
chr10,97760000,98110000,domain
chr10,97930000,98080000,domain
chr10,98130000,98320000,domain
chr10,98390000,98590000,domain
chr10,98800000,98990000,domain
chr10,99160000,99420000,domain
chr10,99500000,99890000,domain
chr10,99520000,99660000,domain
chr10,99680000,99890000,domain
chr10,100220000,100450000,domain
chr10,100500000,101030000,domain
chr10,101160000,101480000,domain
chr10,101580000,101960000,domain
chr10,102050000,102290000,domain
chr10,102310000,102650000,domain
chr10,102920000,103310000,domain
chr10,103060000,103300000,domain
chr10,103350000,103550000,domain
chr10,103580000,103810000,domain
chr10,103920000,104150000,domain
chr10,104670000,104840000,domain
chr10,104850000,105040000,domain
chr10,105490000,105640000,domain
chr10,105640000,105790000,domain
chr10,105790000,106010000,domain
chr10,106140000,106390000,domain
chr10,106410000,106720000,domain
chr10,106820000,107510000,domain
chr10,107710000,107940000,domain
chr10,108150000,108370000,domain
chr10,108470000,109090000,domain
chr10,109170000,109570000,domain
chr10,110570000,111620000,domain
chr10,110630000,111400000,domain
chr10,111630000,111890000,domain
chr10,111890000,112060000,domain
chr10,112070000,112320000,domain
chr10,112360000,112670000,domain
chr10,112500000,112660000,domain
chr10,113120000,113380000,domain
chr10,113490000,113870000,domain
chr10,113910000,114220000,domain
chr10,113920000,114080000,domain
chr10,114710000,114890000,domain
chr10,114920000,115340000,domain
chr10,114940000,115150000,domain
chr10,115440000,115890000,domain
chr10,115660000,115870000,domain
chr10,115900000,116060000,domain
chr10,116060000,116220000,domain
chr10,116230000,116590000,domain
chr10,116620000,116890000,domain
chr10,116900000,117180000,domain
chr10,117220000,117440000,domain
chr10,117530000,118070000,domain
chr10,118410000,118560000,domain
chr10,118560000,118940000,domain
chr10,119300000,119480000,domain
chr10,120030000,120310000,domain
chr10,120310000,120810000,domain
chr10,120320000,120470000,domain
chr10,120620000,120790000,domain
chr10,120980000,121250000,domain
chr10,121360000,121660000,domain
chr10,122160000,122610000,domain
chr10,122180000,122360000,domain
chr10,123510000,123660000,domain
chr10,123690000,123900000,domain
chr10,124030000,124200000,domain
chr10,124780000,125320000,domain
chr10,124890000,125260000,domain
chr10,125340000,125730000,domain
chr10,126210000,126460000,domain
chr10,126840000,127050000,domain
chr10,127110000,127340000,domain
chr10,128260000,128430000,domain
chr10,129270000,129670000,domain
chr10,129670000,129970000,domain
chr10,129680000,129870000,domain
chr10,129990000,131940000,domain
chr10,130020000,130810000,domain
chr10,132010000,133380000,domain
chr10,134010000,134200000,domain
chr10,134270000,134460000,domain
chr10,134730000,135050000,domain
chr11,580000,800000,domain
chr11,870000,1040000,domain
chr11,1690000,1880000,domain
chr11,2030000,2180000,domain
chr11,2200000,2450000,domain
chr11,2560000,2910000,domain
chr11,3860000,4130000,domain
chr11,4630000,5030000,domain
chr11,4650000,4850000,domain
chr11,4870000,5020000,domain
chr11,5140000,5420000,domain
chr11,5450000,5880000,domain
chr11,5990000,6390000,domain
chr11,6020000,6240000,domain
chr11,6390000,6740000,domain
chr11,6530000,6740000,domain
chr11,6780000,7110000,domain
chr11,7120000,7470000,domain
chr11,7150000,7300000,domain
chr11,7520000,7710000,domain
chr11,7720000,7880000,domain
chr11,8180000,8610000,domain
chr11,8360000,8590000,domain
chr11,8700000,8980000,domain
chr11,8980000,9170000,domain
chr11,9180000,9500000,domain
chr11,9630000,9780000,domain
chr11,9790000,10000000,domain
chr11,10420000,10770000,domain
chr11,10790000,11050000,domain
chr11,11050000,11300000,domain
chr11,11940000,12310000,domain
chr11,12050000,12300000,domain
chr11,12350000,12540000,domain
chr11,12690000,12920000,domain
chr11,12970000,13210000,domain
chr11,13210000,13380000,domain
chr11,13490000,13710000,domain
chr11,13780000,14280000,domain
chr11,13780000,13980000,domain
chr11,13980000,14270000,domain
chr11,14540000,14790000,domain
chr11,15090000,15240000,domain
chr11,15310000,15650000,domain
chr11,16640000,16800000,domain
chr11,16800000,16950000,domain
chr11,16830000,17110000,domain
chr11,16960000,17100000,domain
chr11,17230000,17400000,domain
chr11,17400000,17550000,domain
chr11,17590000,17750000,domain
chr11,17750000,18010000,domain
chr11,18110000,18550000,domain
chr11,18550000,18790000,domain
chr11,18830000,19080000,domain
chr11,19090000,19280000,domain
chr11,19330000,19570000,domain
chr11,19580000,19930000,domain
chr11,19580000,19760000,domain
chr11,19780000,19930000,domain
chr11,19950000,20150000,domain
chr11,20170000,20380000,domain
chr11,20400000,20650000,domain
chr11,21550000,22180000,domain
chr11,22180000,22330000,domain
chr11,22350000,22580000,domain
chr11,22630000,22840000,domain
chr11,22890000,23130000,domain
chr11,23130000,23540000,domain
chr11,24770000,25810000,domain
chr11,25990000,26280000,domain
chr11,25990000,26160000,domain
chr11,26310000,26700000,domain
chr11,26760000,27180000,domain
chr11,27190000,27520000,domain
chr11,27190000,27350000,domain
chr11,27530000,27720000,domain
chr11,27720000,28130000,domain
chr11,28550000,28720000,domain
chr11,28720000,29180000,domain
chr11,29450000,30120000,domain
chr11,30150000,30350000,domain
chr11,30370000,30960000,domain
chr11,31110000,31260000,domain
chr11,32040000,32200000,domain
chr11,32360000,32600000,domain
chr11,32970000,33130000,domain
chr11,33170000,33370000,domain
chr11,33380000,33720000,domain
chr11,33790000,34120000,domain
chr11,33860000,34020000,domain
chr11,34180000,34380000,domain
chr11,34380000,34510000,domain
chr11,34550000,34930000,domain
chr11,34990000,35200000,domain
chr11,35230000,35430000,domain
chr11,35840000,36080000,domain
chr11,36300000,36530000,domain
chr11,36560000,36720000,domain
chr11,37000000,37440000,domain
chr11,37450000,37660000,domain
chr11,37660000,38840000,domain
chr11,39440000,40180000,domain
chr11,40320000,40740000,domain
chr11,40940000,41210000,domain
chr11,41260000,41460000,domain
