chr,from.coord,to.coord,tag
chr1,25560000,25860000,domain
chr1,25900000,26140000,domain
chr1,26150000,26350000,domain
chr1,26360000,26770000,domain
chr1,26360000,26490000,domain
chr1,26810000,27220000,domain
chr1,27270000,28050000,domain
chr1,27280000,27430000,domain
chr1,27370000,27640000,domain
chr1,27430000,27620000,domain
chr1,27720000,27990000,domain
chr1,28150000,28560000,domain
chr1,28160000,28350000,domain
chr1,28370000,28560000,domain
chr1,28570000,28960000,domain
chr1,28700000,28850000,domain
chr1,29090000,29550000,domain
chr1,30350000,30580000,domain
chr1,31190000,31410000,domain
chr1,31630000,32030000,domain
chr1,31640000,31840000,domain
chr1,31860000,32030000,domain
chr1,32100000,32540000,domain
chr1,32110000,32260000,domain
chr1,32270000,32490000,domain
chr1,32530000,32660000,domain
chr1,32660000,32860000,domain
chr1,32860000,33320000,domain
chr1,32870000,33120000,domain
chr1,32980000,33110000,domain
chr1,33120000,33290000,domain
chr1,33340000,33560000,domain
chr1,33570000,33950000,domain
chr1,33750000,33940000,domain
chr1,33950000,34110000,domain
chr1,34100000,35220000,domain
chr1,35440000,35640000,domain
chr1,35650000,35880000,domain
chr1,36030000,36250000,domain
chr1,36310000,36550000,domain
chr1,36550000,36770000,domain
chr1,36550000,36920000,domain
chr1,36950000,37900000,domain
chr1,38270000,38490000,domain
chr1,38500000,39300000,domain
chr1,39070000,39280000,domain
chr1,39310000,39540000,domain
chr1,39550000,40040000,domain
chr1,39560000,39740000,domain
chr1,39760000,39940000,domain
chr1,40040000,40220000,domain
chr1,40260000,40510000,domain
chr1,40540000,40910000,domain
chr1,41020000,41450000,domain
chr1,41290000,41450000,domain
chr1,41480000,41950000,domain
chr1,41490000,41710000,domain
chr1,41720000,41950000,domain
chr1,41980000,42520000,domain
chr1,42030000,42270000,domain
chr1,42270000,42510000,domain
chr1,42610000,43130000,domain
chr1,42630000,42810000,domain
chr1,43230000,43600000,domain
chr1,43240000,43370000,domain
chr1,43380000,43550000,domain
chr1,43680000,43890000,domain
chr1,43940000,44170000,domain
chr1,44190000,44430000,domain
chr1,44520000,44680000,domain
chr1,44540000,45150000,domain
chr1,45290000,45480000,domain
chr1,45490000,45770000,domain
chr1,45790000,46050000,domain
chr1,46050000,46720000,domain
chr1,46060000,46360000,domain
chr1,46480000,46710000,domain
chr1,46840000,47200000,domain
chr1,46850000,47040000,domain
chr1,47040000,47190000,domain
chr1,47230000,47620000,domain
chr1,47640000,47900000,domain
chr1,47850000,48410000,domain
chr1,47910000,48190000,domain
chr1,48530000,49290000,domain
chr1,48550000,49030000,domain
chr1,48550000,48700000,domain
chr1,48710000,48990000,domain
chr1,49030000,49300000,domain
chr1,49390000,50790000,domain
chr1,50820000,51200000,domain
chr1,51220000,51670000,domain
chr1,51230000,51400000,domain
chr1,51800000,52270000,domain
chr1,51820000,52010000,domain
chr1,52030000,52260000,domain
chr1,52300000,52520000,domain
chr1,52540000,52830000,domain
chr1,52870000,53160000,domain
chr1,53280000,53700000,domain
chr1,53470000,53680000,domain
chr1,53710000,53920000,domain
chr1,53720000,54300000,domain
chr1,53940000,54250000,domain
chr1,54300000,54520000,domain
chr1,54530000,54970000,domain
chr1,54540000,54690000,domain
chr1,54710000,54970000,domain
chr1,54980000,55310000,domain
chr1,55360000,55530000,domain
chr1,55550000,55750000,domain
chr1,55570000,57190000,domain
chr1,57050000,57290000,domain
chr1,57290000,58590000,domain
chr1,58690000,58950000,domain
chr1,58960000,59160000,domain
chr1,59170000,60250000,domain
chr1,59240000,59620000,domain
chr1,59760000,60230000,domain
chr1,60250000,60430000,domain
chr1,60630000,61270000,domain
chr1,61500000,61920000,domain
chr1,62120000,62330000,domain
chr1,62610000,62890000,domain
chr1,62900000,63250000,domain
chr1,63280000,64010000,domain
chr1,63300000,63770000,domain
chr1,63770000,64020000,domain
chr1,64060000,64710000,domain
chr1,64160000,64390000,domain
chr1,64230000,64630000,domain
chr1,64390000,64620000,domain
chr1,64730000,65300000,domain
chr1,64930000,65130000,domain
chr1,65140000,65300000,domain
chr1,65300000,65490000,domain
chr1,65520000,65690000,domain
chr1,65690000,66160000,domain
chr1,65750000,65880000,domain
chr1,65890000,66150000,domain
chr1,66170000,66420000,domain
chr1,66430000,66700000,domain
chr1,66710000,67200000,domain
chr1,66710000,66930000,domain
chr1,66980000,67170000,domain
chr1,67210000,67660000,domain
chr1,67220000,67390000,domain
chr1,67430000,67630000,domain
chr1,67680000,67980000,domain
chr1,67800000,67980000,domain
chr1,67990000,68230000,domain
chr1,68310000,68570000,domain
chr1,68580000,68850000,domain
chr1,68970000,70250000,domain
chr1,70670000,70990000,domain
chr1,70690000,70840000,domain
chr1,71020000,71510000,domain
chr1,71560000,72000000,domain
chr1,72040000,72510000,domain
chr1,74570000,74950000,domain
chr1,75230000,75690000,domain
chr1,75730000,76080000,domain
chr1,76320000,77600000,domain
chr1,76360000,76630000,domain
chr1,76600000,77600000,domain
chr1,76630000,77340000,domain
chr1,76800000,77010000,domain
chr1,77320000,77590000,domain
chr1,77610000,78160000,domain
chr1,78010000,78170000,domain
chr1,78180000,78590000,domain
chr1,78180000,78410000,domain
chr1,78410000,78590000,domain
chr1,78600000,79080000,domain
chr1,79310000,79690000,domain
chr1,79960000,80660000,domain
chr1,81490000,81720000,domain
chr1,82010000,82250000,domain
chr1,82270000,82460000,domain
chr1,84350000,85260000,domain
chr1,84360000,84600000,domain
chr1,84610000,84900000,domain
chr1,84910000,85240000,domain
chr1,84910000,85100000,domain
chr1,85240000,85400000,domain
chr1,85410000,85730000,domain
chr1,85410000,85560000,domain
chr1,85560000,85730000,domain
chr1,85750000,86050000,domain
chr1,86170000,86830000,domain
chr1,86170000,86350000,domain
chr1,86840000,87570000,domain
chr1,86840000,87170000,domain
chr1,87230000,87560000,domain
chr1,87580000,87790000,domain
chr1,87590000,88590000,domain
chr1,88140000,88430000,domain
chr1,88590000,89060000,domain
chr1,89110000,89360000,domain
chr1,89420000,89920000,domain
chr1,89630000,89820000,domain
chr1,89930000,90080000,domain
chr1,90080000,90250000,domain
chr1,90260000,90470000,domain
chr1,90530000,91020000,domain
chr1,91040000,91640000,domain
chr1,91350000,91490000,domain
chr1,91720000,91960000,domain
chr1,91970000,92400000,domain
chr1,91980000,92180000,domain
chr1,92190000,92360000,domain
chr1,92420000,93150000,domain
chr1,92430000,92760000,domain
chr1,92770000,93090000,domain
chr1,93110000,93300000,domain
chr1,93310000,93480000,domain
chr1,93480000,94350000,domain
chr1,93730000,94350000,domain
chr1,93740000,94040000,domain
chr1,94080000,94320000,domain
chr1,94350000,94500000,domain
chr1,94370000,94870000,domain
chr1,94510000,94680000,domain
chr1,94810000,94950000,domain
chr1,94980000,95270000,domain
chr1,95280000,95520000,domain
chr1,95540000,95730000,domain
chr1,96690000,97220000,domain
chr1,97420000,98320000,domain
chr1,97710000,97990000,domain
chr1,98290000,98520000,domain
chr1,98520000,98940000,domain
chr1,99190000,100220000,domain
chr1,99250000,99590000,domain
chr1,99640000,99920000,domain
chr1,99950000,100200000,domain
chr1,100240000,100920000,domain
chr1,100280000,100500000,domain
chr1,100720000,100920000,domain
chr1,100930000,101350000,domain
chr1,101370000,101510000,domain
chr1,101370000,101760000,domain
chr1,101470000,101760000,domain
chr1,101950000,104140000,domain
chr1,101960000,103790000,domain
chr1,104330000,106930000,domain
chr1,108330000,108680000,domain
chr1,109070000,109220000,domain
chr1,109240000,109490000,domain
chr1,109620000,110030000,domain
chr1,109620000,109780000,domain
chr1,109790000,109960000,domain
chr1,110080000,110320000,domain
chr1,110320000,110560000,domain
chr1,110670000,111050000,domain
chr1,110730000,110870000,domain
chr1,111070000,111350000,domain
chr1,111370000,111610000,domain
chr1,111740000,111970000,domain
chr1,111990000,112320000,domain
chr1,112340000,112890000,domain
chr1,112920000,113250000,domain
chr1,113030000,113160000,domain
chr1,113260000,113630000,domain
chr1,113670000,114240000,domain
chr1,113690000,113920000,domain
chr1,113930000,114220000,domain
chr1,114270000,114520000,domain
chr1,114500000,115250000,domain
chr1,114520000,114850000,domain
chr1,114880000,115260000,domain
chr1,115330000,115660000,domain
chr1,115500000,115670000,domain
chr1,115670000,116140000,domain
chr1,115680000,115870000,domain
chr1,116140000,116330000,domain
chr1,116340000,116580000,domain
chr1,116670000,117060000,domain
chr1,117220000,117600000,domain
chr1,117600000,117850000,domain
chr1,117860000,118050000,domain
chr1,118050000,118470000,domain
chr1,118060000,118320000,domain
chr1,118300000,118450000,domain
chr1,118520000,119520000,domain
chr1,119520000,119930000,domain
chr1,119520000,119790000,domain
chr1,120110000,120260000,domain
chr1,120280000,120700000,domain
chr1,120280000,120480000,domain
chr1,120490000,120700000,domain
chr1,120740000,121360000,domain
chr1,144910000,145110000,domain
chr1,145120000,145310000,domain
chr1,145430000,145600000,domain
chr1,146950000,147150000,domain
chr1,147190000,147350000,domain
chr1,149840000,150210000,domain
chr1,150040000,150200000,domain
chr1,150280000,150980000,domain
chr1,150280000,150530000,domain
chr1,150530000,150970000,domain
chr1,150600000,150790000,domain
chr1,150800000,150930000,domain
chr1,150980000,151160000,domain
chr1,151250000,151400000,domain
chr1,151270000,151700000,domain
chr1,151400000,151730000,domain
chr1,151510000,151710000,domain
chr1,151850000,152010000,domain
chr1,152020000,152450000,domain
chr1,152020000,152170000,domain
chr1,152470000,153270000,domain
chr1,152610000,153230000,domain
chr1,153280000,153470000,domain
chr1,153470000,153750000,domain
chr1,153480000,153630000,domain
chr1,153760000,153960000,domain
chr1,153970000,154130000,domain
chr1,154290000,154460000,domain
chr1,154530000,154900000,domain
chr1,154910000,155040000,domain
chr1,155300000,155580000,domain
chr1,155700000,156040000,domain
chr1,155700000,155890000,domain
chr1,156050000,156300000,domain
chr1,156310000,156590000,domain
chr1,156420000,156580000,domain
chr1,156640000,156910000,domain
chr1,156910000,157130000,domain
chr1,157150000,157510000,domain
chr1,157310000,157510000,domain
chr1,158180000,159060000,domain
chr1,159200000,159730000,domain
chr1,159740000,159890000,domain
chr1,159740000,160010000,domain
chr1,160040000,160330000,domain
chr1,160380000,160600000,domain
chr1,160640000,160960000,domain
chr1,160750000,160950000,domain
chr1,160960000,161130000,domain
chr1,161140000,161370000,domain
chr1,161740000,162010000,domain
chr1,162020000,162450000,domain
chr1,162030000,162260000,domain
chr1,162470000,162780000,domain
chr1,162810000,163310000,domain
chr1,162820000,163040000,domain
chr1,163040000,163290000,domain
chr1,164520000,164770000,domain
chr1,165130000,165570000,domain
chr1,165340000,165560000,domain
chr1,165600000,165900000,domain
chr1,165990000,166760000,domain
chr1,166850000,167030000,domain
chr1,167040000,167190000,domain
chr1,167190000,167510000,domain
chr1,167520000,167680000,domain
chr1,167680000,168050000,domain
chr1,168350000,168560000,domain
chr1,168580000,169350000,domain
chr1,169050000,169330000,domain
chr1,169350000,169530000,domain
chr1,169370000,169800000,domain
chr1,169530000,169780000,domain
chr1,169860000,170910000,domain
chr1,170000000,170490000,domain
chr1,170060000,170900000,domain
chr1,170500000,170700000,domain
chr1,170740000,170900000,domain
chr1,170930000,171280000,domain
chr1,171560000,171960000,domain
chr1,171570000,171760000,domain
chr1,171770000,171960000,domain
chr1,171970000,172400000,domain
chr1,172410000,172710000,domain
chr1,172780000,173170000,domain
chr1,173180000,173390000,domain
chr1,173400000,173750000,domain
chr1,173830000,174190000,domain
chr1,174220000,174710000,domain
chr1,174720000,174970000,domain
chr1,174990000,175120000,domain
chr1,175370000,175820000,domain
chr1,175850000,176190000,domain
chr1,176490000,176830000,domain
chr1,176850000,177920000,domain
chr1,176860000,177350000,domain
chr1,177410000,177910000,domain
chr1,177920000,178260000,domain
chr1,178270000,178500000,domain
chr1,178500000,179000000,domain
chr1,178510000,178730000,domain
chr1,178740000,178990000,domain
chr1,179020000,179350000,domain
chr1,179030000,179200000,domain
chr1,179340000,179660000,domain
chr1,179360000,179800000,domain
chr1,179640000,179810000,domain
chr1,179830000,180160000,domain
chr1,180210000,180460000,domain
chr1,180480000,180840000,domain
chr1,180850000,181140000,domain
chr1,181160000,181430000,domain
chr1,181550000,182020000,domain
chr1,182050000,182380000,domain
chr1,182490000,182800000,domain
chr1,182830000,183600000,domain
chr1,182850000,183250000,domain
chr1,182920000,183110000,domain
chr1,183250000,183600000,domain
chr1,183270000,183430000,domain
chr1,183430000,183600000,domain
chr1,183610000,183890000,domain
chr1,183890000,184030000,domain
chr1,184030000,184670000,domain
chr1,184040000,184200000,domain
chr1,184340000,184660000,domain
chr1,184710000,185150000,domain
chr1,184760000,184950000,domain
chr1,184970000,185150000,domain
chr1,185270000,185650000,domain
chr1,185680000,186230000,domain
chr1,186350000,186980000,domain
chr1,186660000,186970000,domain
chr1,187440000,187840000,domain
chr1,189400000,190400000,domain
chr1,191950000,192420000,domain
chr1,192430000,192590000,domain
chr1,192430000,193030000,domain
chr1,192600000,192780000,domain
chr1,192780000,193000000,domain
chr1,193140000,193320000,domain
chr1,196070000,196680000,domain
chr1,196100000,196290000,domain
chr1,196320000,196650000,domain
chr1,196710000,197070000,domain
chr1,197150000,197360000,domain
chr1,197470000,198680000,domain
chr1,197490000,197890000,domain
chr1,197900000,198680000,domain
chr1,198040000,198440000,domain
chr1,198050000,198280000,domain
chr1,198280000,198440000,domain
chr1,198450000,198680000,domain
chr1,198700000,199530000,domain
chr1,198900000,199090000,domain
chr1,199660000,200510000,domain
chr1,199660000,199990000,domain
chr1,200100000,200490000,domain
chr1,200100000,200250000,domain
chr1,200260000,200490000,domain
chr1,200550000,200830000,domain
chr1,200840000,201390000,domain
chr1,200850000,201090000,domain
chr1,201200000,201400000,domain
chr1,201490000,201800000,domain
chr1,201500000,201680000,domain
chr1,201820000,202120000,domain
chr1,201830000,201960000,domain
chr1,201960000,202120000,domain
chr1,202120000,202980000,domain
chr1,202130000,202310000,domain
chr1,202310000,202690000,domain
chr1,202700000,202970000,domain
chr1,203000000,203220000,domain
chr1,203240000,203460000,domain
chr1,203460000,203680000,domain
chr1,203830000,204100000,domain
chr1,204120000,204360000,domain
chr1,204520000,204920000,domain
chr1,205070000,205230000,domain
chr1,205300000,205490000,domain
chr1,205520000,205700000,domain
chr1,205730000,205930000,domain
chr1,206640000,206860000,domain
chr1,206900000,207110000,domain
chr1,207260000,207620000,domain
chr1,208000000,208180000,domain
chr1,208180000,208430000,domain
chr1,208520000,209360000,domain
chr1,209370000,209690000,domain
chr1,209730000,209940000,domain
chr1,210010000,210520000,domain
chr1,210020000,210190000,domain
chr1,210300000,210510000,domain
chr1,210580000,211420000,domain
chr1,210580000,210770000,domain
chr1,211450000,211840000,domain
chr1,211690000,211850000,domain
chr1,211850000,212200000,domain
chr1,212220000,212590000,domain
chr1,212630000,213210000,domain
chr1,212640000,212790000,domain
chr1,212820000,212970000,domain
chr1,212970000,213190000,domain
chr1,213290000,214360000,domain
chr1,213560000,214110000,domain
chr1,213660000,214110000,domain
chr1,214360000,214510000,domain
chr1,214510000,214800000,domain
chr1,214810000,215730000,domain
chr1,214820000,215320000,domain
chr1,215330000,215700000,domain
chr1,215830000,216910000,domain
chr1,215840000,216000000,domain
chr1,216170000,216400000,domain
chr1,216440000,216770000,domain
chr1,216920000,217940000,domain
chr1,216930000,217560000,domain
chr1,217580000,217850000,domain
chr1,217940000,218450000,domain
chr1,217970000,218330000,domain
chr1,218460000,220010000,domain
chr1,218470000,219860000,domain
chr1,218490000,219260000,domain
chr1,218510000,218700000,domain
chr1,219380000,219570000,domain
chr1,220130000,220370000,domain
chr1,220450000,220960000,domain
chr1,220980000,221610000,domain
chr1,221400000,221610000,domain
chr1,221630000,222470000,domain
chr1,221630000,222640000,domain
chr1,221650000,221890000,domain
chr1,221910000,222260000,domain
chr1,222350000,222630000,domain
chr1,222630000,222840000,domain
chr1,222910000,223270000,domain
chr1,223930000,224260000,domain
chr1,223940000,224120000,domain
chr1,224300000,224530000,domain
chr1,224680000,225120000,domain
chr1,224690000,224840000,domain
chr1,224840000,225070000,domain
chr1,225140000,225580000,domain
chr1,225640000,226180000,domain
chr1,225970000,226170000,domain
chr1,226300000,226590000,domain
chr1,226600000,226790000,domain
chr1,226710000,227110000,domain
chr1,226810000,227040000,domain
chr1,227200000,227640000,domain
chr1,227660000,228270000,domain
chr1,227700000,227910000,domain
chr1,227940000,228160000,domain
chr1,228310000,228620000,domain
chr1,228310000,228720000,domain
chr1,228780000,229640000,domain
chr1,228780000,229370000,domain
chr1,228940000,229290000,domain
chr1,229390000,229640000,domain
chr1,229650000,229790000,domain
chr1,229770000,230450000,domain
chr1,230200000,230410000,domain
chr1,230460000,230750000,domain
chr1,230760000,231380000,domain
chr1,230770000,230930000,domain
chr1,230930000,231080000,domain
chr1,231140000,231350000,domain
chr1,231460000,231750000,domain
chr1,231840000,232770000,domain
chr1,232550000,232770000,domain
chr1,232770000,233420000,domain
chr1,233090000,233380000,domain
chr1,233500000,234210000,domain
chr1,234230000,234500000,domain
chr1,234620000,235200000,domain
chr1,234860000,235190000,domain
chr1,235370000,235630000,domain
chr1,235660000,236220000,domain
chr1,235670000,235950000,domain
chr1,235960000,236190000,domain
chr1,236260000,236680000,domain
chr1,236270000,236460000,domain
chr1,236770000,237070000,domain
chr1,237070000,237630000,domain
chr1,238020000,238390000,domain
chr1,238540000,238950000,domain
chr1,240160000,240880000,domain
chr1,240180000,240350000,domain
chr1,240350000,240870000,domain
chr1,240360000,240570000,domain
chr1,240880000,241130000,domain
chr1,240890000,241670000,domain
chr1,241680000,242170000,domain
chr1,241680000,242050000,domain
chr1,242040000,242190000,domain
chr1,242190000,243180000,domain
chr1,243280000,243500000,domain
chr1,243500000,244480000,domain
chr1,243510000,243920000,domain
chr1,244010000,244450000,domain
chr1,244020000,244210000,domain
chr1,244210000,244440000,domain
chr1,244440000,244620000,domain
chr1,244620000,245230000,domain
chr1,244770000,244980000,domain
chr1,245000000,245230000,domain
chr1,245230000,246670000,domain
chr1,245260000,246170000,domain
chr1,245320000,245660000,domain
chr1,245830000,246170000,domain
chr1,246170000,246650000,domain
chr1,246210000,246440000,domain
chr1,246470000,246630000,domain
chr1,246660000,246940000,domain
chr1,247060000,247530000,domain
chr10,520000,860000,domain
chr10,860000,1100000,domain
chr10,2930000,3090000,domain
chr10,3200000,4850000,domain
chr10,3220000,3820000,domain
chr10,3280000,3480000,domain
chr10,3820000,4830000,domain
chr10,3820000,3950000,domain
chr10,3880000,4280000,domain
chr10,4390000,4760000,domain
chr10,4550000,4700000,domain
chr10,4860000,5450000,domain
chr10,4870000,5140000,domain
chr10,5150000,5440000,domain
chr10,5460000,5940000,domain
chr10,5470000,5680000,domain
chr10,5710000,5940000,domain
chr10,5970000,6460000,domain
chr10,5980000,6130000,domain
chr10,6130000,6460000,domain
chr10,6130000,6280000,domain
chr10,6280000,6450000,domain
chr10,6470000,6700000,domain
chr10,6660000,7500000,domain
chr10,7290000,7450000,domain
chr10,7530000,7780000,domain
chr10,7900000,8110000,domain
chr10,8110000,9340000,domain
chr10,9420000,9600000,domain
chr10,10720000,11080000,domain
chr10,11110000,11450000,domain
chr10,11110000,11320000,domain
chr10,11520000,11810000,domain
chr10,11820000,12170000,domain
chr10,11820000,12040000,domain
chr10,12250000,13150000,domain
chr10,12280000,12740000,domain
chr10,12760000,13130000,domain
chr10,12760000,12950000,domain
chr10,13170000,13370000,domain
chr10,13190000,13630000,domain
chr10,13390000,13630000,domain
chr10,13640000,13830000,domain
chr10,13650000,14200000,domain
chr10,13830000,14160000,domain
chr10,14210000,14530000,domain
chr10,14540000,14880000,domain
chr10,14940000,15170000,domain
chr10,14990000,15440000,domain
chr10,15190000,15440000,domain
chr10,15460000,15890000,domain
chr10,15960000,16440000,domain
chr10,16630000,16820000,domain
chr10,16860000,17300000,domain
chr10,17090000,17290000,domain
chr10,17310000,17470000,domain
chr10,17480000,17640000,domain
chr10,17640000,17780000,domain
chr10,18990000,19680000,domain
chr10,19890000,20090000,domain
chr10,20110000,20520000,domain
chr10,20600000,21030000,domain
chr10,21340000,21550000,domain
chr10,21560000,21790000,domain
chr10,21820000,22030000,domain
chr10,22040000,22270000,domain
chr10,22280000,23380000,domain
chr10,22840000,23290000,domain
chr10,22850000,23010000,domain
chr10,23430000,23840000,domain
chr10,23590000,23820000,domain
chr10,24630000,24840000,domain
chr10,24880000,25370000,domain
chr10,25550000,26860000,domain
chr10,26970000,27180000,domain
chr10,27360000,27530000,domain
chr10,27660000,28710000,domain
chr10,27720000,28040000,domain
chr10,27840000,28030000,domain
chr10,28060000,28530000,domain
chr10,28280000,28480000,domain
chr10,28530000,28690000,domain
chr10,28920000,29640000,domain
chr10,29430000,29600000,domain
chr10,29800000,30250000,domain
chr10,30310000,30600000,domain
chr10,30650000,30920000,domain
chr10,30990000,32120000,domain
chr10,31000000,31780000,domain
chr10,31040000,31320000,domain
chr10,31320000,31610000,domain
chr10,31450000,31610000,domain
chr10,31610000,31780000,domain
chr10,31810000,32100000,domain
chr10,32120000,32330000,domain
chr10,32330000,32660000,domain
chr10,32340000,32500000,domain
chr10,32670000,33180000,domain
chr10,32680000,33070000,domain
chr10,33300000,33470000,domain
chr10,33470000,33620000,domain
chr10,33600000,34940000,domain
chr10,33710000,34370000,domain
chr10,34390000,34930000,domain
chr10,34940000,35330000,domain
chr10,34950000,35110000,domain
chr10,35370000,35520000,domain
chr10,35520000,35870000,domain
chr10,35910000,37110000,domain
chr10,35930000,36260000,domain
chr10,36360000,37100000,domain
chr10,36460000,37090000,domain
chr10,38100000,38250000,domain
chr10,42600000,43270000,domain
chr10,43340000,43600000,domain
chr10,44150000,44880000,domain
chr10,44170000,44550000,domain
chr10,44550000,44880000,domain
chr10,44900000,45370000,domain
chr10,45370000,45500000,domain
chr10,45510000,45730000,domain
chr10,45950000,46170000,domain
chr10,46900000,47760000,domain
chr10,49520000,49870000,domain
chr10,49740000,49870000,domain
chr10,49890000,50160000,domain
chr10,50170000,50600000,domain
chr10,50200000,50410000,domain
chr10,50600000,50750000,domain
chr10,50760000,51140000,domain
chr10,50770000,51010000,domain
chr10,52030000,52420000,domain
chr10,52720000,53990000,domain
chr10,52810000,53190000,domain
chr10,52830000,53000000,domain
chr10,53290000,53740000,domain
chr10,53450000,53730000,domain
chr10,53770000,53980000,domain
chr10,54020000,54550000,domain
chr10,54050000,54350000,domain
chr10,54380000,54560000,domain
chr10,54570000,55340000,domain
chr10,54670000,54940000,domain
chr10,57280000,59250000,domain
chr10,57370000,59030000,domain
chr10,59910000,60150000,domain
chr10,59920000,60050000,domain
chr10,60160000,60550000,domain
chr10,60280000,60540000,domain
chr10,60710000,60980000,domain
chr10,60990000,61360000,domain
chr10,61380000,61830000,domain
chr10,61840000,62450000,domain
chr10,61850000,62200000,domain
chr10,62000000,62200000,domain
chr10,62210000,62520000,domain
chr10,62540000,63670000,domain
chr10,62560000,62740000,domain
chr10,63060000,63500000,domain
chr10,63500000,63840000,domain
chr10,63500000,63660000,domain
chr10,63660000,63830000,domain
chr10,63840000,64010000,domain
chr10,64030000,64190000,domain
chr10,64190000,64890000,domain
chr10,64190000,64360000,domain
chr10,64370000,64570000,domain
chr10,64930000,65530000,domain
chr10,64960000,65290000,domain
chr10,66210000,67940000,domain
chr10,68050000,68700000,domain
chr10,68320000,68690000,domain
chr10,68770000,69570000,domain
chr10,69610000,70110000,domain
chr10,69770000,70110000,domain
chr10,70140000,70720000,domain
chr10,70270000,70490000,domain
chr10,70510000,70710000,domain
chr10,70740000,70940000,domain
chr10,70980000,71170000,domain
chr10,71190000,71880000,domain
chr10,71190000,71400000,domain
chr10,71400000,71890000,domain
chr10,71440000,71690000,domain
chr10,71690000,71870000,domain
chr10,71910000,72180000,domain
chr10,72310000,72540000,domain
chr10,72650000,73590000,domain
chr10,72680000,72960000,domain
chr10,73060000,73580000,domain
chr10,73620000,74110000,domain
chr10,73670000,73830000,domain
chr10,73840000,73970000,domain
chr10,74120000,74640000,domain
chr10,74140000,74370000,domain
chr10,74440000,74600000,domain
chr10,74950000,75500000,domain
chr10,74960000,75210000,domain
chr10,75250000,75490000,domain
chr10,75580000,75960000,domain
chr10,76000000,76870000,domain
chr10,76000000,76580000,domain
chr10,76010000,76360000,domain
chr10,76580000,76790000,domain
chr10,76860000,77010000,domain
chr10,77010000,77160000,domain
chr10,77150000,78880000,domain
chr10,77170000,77760000,domain
chr10,77820000,78320000,domain
chr10,77840000,78070000,domain
chr10,78360000,78750000,domain
chr10,78910000,79530000,domain
chr10,78920000,79430000,domain
chr10,78980000,79170000,domain
chr10,79200000,79400000,domain
chr10,79580000,79790000,domain
chr10,79790000,81000000,domain
chr10,79800000,79970000,domain
chr10,80060000,80420000,domain
chr10,80420000,80830000,domain
chr10,80830000,80980000,domain
chr10,81100000,81270000,domain
chr10,81820000,82030000,domain
chr10,82100000,82390000,domain
chr10,82420000,85780000,domain
chr10,86010000,86310000,domain
chr10,87860000,88120000,domain
chr10,88150000,88410000,domain
chr10,88450000,88680000,domain
chr10,88690000,88920000,domain
chr10,89270000,89540000,domain
chr10,89610000,90160000,domain
chr10,90160000,90320000,domain
chr10,90320000,90580000,domain
chr10,90590000,90760000,domain
chr10,90780000,90980000,domain
chr10,91010000,91510000,domain
chr10,91030000,91180000,domain
chr10,91160000,91510000,domain
chr10,91180000,91340000,domain
chr10,91540000,92620000,domain
chr10,92030000,92350000,domain
chr10,92480000,92630000,domain
