chr,from.id,from.coord,to.id,to.coord,type,size
chr1,612,61200000,623,62300000,domain,1100000
chr1,623,62300000,644,64400000,domain,2100000
chr1,644,64400000,650,65000000,domain,600000
chr1,650,65000000,672,67200000,domain,2200000
chr1,672,67200000,703,70300000,domain,3100000
chr1,703,70300000,726,72600000,domain,2300000
chr1,726,72600000,732,73200000,domain,600000
chr1,732,73200000,738,73800000,domain,600000
chr1,738,73800000,746,74600000,domain,800000
chr1,746,74600000,757,75700000,domain,1100000
chr1,757,75700000,780,78000000,domain,2300000
chr1,780,78000000,795,79500000,domain,1500000
chr1,795,79500000,805,80500000,domain,1000000
chr1,805,80500000,813,81300000,domain,800000
chr1,813,81300000,828,82800000,domain,1500000
chr1,828,82800000,842,84200000,domain,1400000
chr1,842,84200000,854,85400000,domain,1200000
chr1,854,85400000,862,86200000,domain,800000
chr1,862,86200000,870,87000000,domain,800000
chr1,870,87000000,881,88100000,domain,1100000
chr1,881,88100000,894,89400000,domain,1300000
chr1,894,89400000,911,91100000,domain,1700000
chr1,911,91100000,923,92300000,domain,1200000
chr1,923,92300000,939,93900000,domain,1600000
chr1,939,93900000,951,95100000,domain,1200000
chr1,951,95100000,957,95700000,domain,600000
chr1,957,95700000,977,97700000,domain,2000000
chr1,977,97700000,999,99900000,domain,2200000
chr1,999,99900000,1025,102500000,domain,2600000
chr1,1025,102500000,1038,103800000,domain,1300000
chr1,1038,103800000,1056,105600000,domain,1800000
chr1,1056,105600000,1075,107500000,domain,1900000
chr1,1075,107500000,1087,108700000,domain,1200000
chr1,1087,108700000,1098,109800000,domain,1100000
chr1,1098,109800000,1109,110900000,domain,1100000
chr1,1109,110900000,1117,111700000,domain,800000
chr1,1117,111700000,1138,113800000,domain,2100000
chr1,1138,113800000,1143,114300000,domain,500000
chr1,1143,114300000,1148,114800000,domain,500000
chr1,1148,114800000,1162,116200000,domain,1400000
chr1,1162,116200000,1176,117600000,domain,1400000
chr1,1176,117600000,1184,118400000,domain,800000
chr1,1184,118400000,1198,119800000,domain,1400000
chr1,1198,119800000,1212,121200000,domain,1400000
chr1,1212,121200000,1225,122500000,domain,1300000
chr1,1225,122500000,1237,123700000,domain,1200000
chr1,1237,123700000,1247,124700000,domain,1000000
chr1,1247,124700000,1256,125600000,domain,900000
chr1,1256,125600000,1283,128300000,domain,2700000
chr1,1283,128300000,1302,130200000,domain,1900000
chr1,1302,130200000,1317,131700000,domain,1500000
chr1,1317,131700000,1331,133100000,domain,1400000
chr1,1331,133100000,1346,134600000,domain,1500000
chr1,1346,134600000,1361,136100000,domain,1500000
chr1,1361,136100000,1374,137400000,domain,1300000
chr1,1374,137400000,1390,139000000,domain,1600000
chr1,1390,139000000,1398,139800000,domain,800000
chr1,1398,139800000,1411,141100000,domain,1300000
chr1,1411,141100000,1430,143000000,domain,1900000
chr1,1430,143000000,1446,144600000,domain,1600000
chr1,1446,144600000,1458,145800000,domain,1200000
chr1,1458,145800000,1473,147300000,domain,1500000
chr1,1473,147300000,1485,148500000,domain,1200000
chr1,1485,148500000,1492,149200000,domain,700000
chr1,1492,149200000,1508,150800000,domain,1600000
chr1,1508,150800000,1515,151500000,domain,700000
chr1,1515,151500000,1538,153800000,domain,2300000
chr1,1538,153800000,1550,155000000,domain,1200000
chr1,1550,155000000,1569,156900000,domain,1900000
chr1,1569,156900000,1576,157600000,domain,700000
chr1,1576,157600000,1588,158800000,domain,1200000
chr1,1588,158800000,1604,160400000,domain,1600000
chr1,1604,160400000,1612,161200000,domain,800000
chr1,1612,161200000,1619,161900000,domain,700000
chr1,1619,161900000,1632,163200000,domain,1300000
chr1,1632,163200000,1640,164000000,domain,800000
chr1,1640,164000000,1654,165400000,domain,1400000
chr1,1654,165400000,1671,167100000,domain,1700000
chr1,1671,167100000,1689,168900000,domain,1800000
chr1,1689,168900000,1698,169800000,domain,900000
chr1,1698,169800000,1707,170700000,domain,900000
chr1,1707,170700000,1727,172700000,domain,2000000
chr1,1727,172700000,1741,174100000,domain,1400000
chr1,1741,174100000,1758,175800000,domain,1700000
chr1,1758,175800000,1774,177400000,domain,1600000
chr1,1774,177400000,1783,178300000,domain,900000
chr1,1783,178300000,1809,180900000,domain,2600000
chr1,1809,180900000,1825,182500000,domain,1600000
chr1,1825,182500000,1835,183500000,domain,1000000
chr1,1835,183500000,1841,184100000,domain,600000
chr1,1841,184100000,1851,185100000,domain,1000000
chr1,1851,185100000,1864,186400000,domain,1300000
chr1,1864,186400000,1871,187100000,domain,700000
chr1,1871,187100000,1879,187900000,domain,800000
chr1,1879,187900000,1890,189000000,domain,1100000
chr1,1890,189000000,1899,189900000,domain,900000
chr1,1899,189900000,1911,191100000,domain,1200000
chr1,1911,191100000,1920,192000000,domain,900000
chr1,1920,192000000,1928,192800000,domain,800000
chr1,1928,192800000,1941,194100000,domain,1300000
chr1,1941,194100000,1956,195600000,domain,1500000
chr1,1956,195600000,1967,196700000,domain,1100000
chr1,1967,196700000,1976,197600000,domain,900000
chr1,1976,197600000,1982,198200000,domain,600000
chr1,1982,198200000,1988,198800000,domain,600000
chr1,1988,198800000,1999,199900000,domain,1100000
chr1,1999,199900000,2022,202200000,domain,2300000
chr1,2022,202200000,2036,203600000,domain,1400000
chr1,2036,203600000,2051,205100000,domain,1500000
chr1,2051,205100000,2064,206400000,domain,1300000
chr1,2064,206400000,2071,207100000,domain,700000
chr1,2071,207100000,2087,208700000,domain,1600000
chr1,2087,208700000,2095,209500000,domain,800000
chr1,2095,209500000,2108,210800000,domain,1300000
