chr,from.id,from.coord,to.id,to.coord,type,size
chr3,998,99800000,1019,101900000,domain,2100000
chr3,1019,101900000,1028,102800000,domain,900000
chr3,1028,102800000,1039,103900000,domain,1100000
chr3,1039,103900000,1053,105300000,domain,1400000
chr3,1053,105300000,1070,107000000,domain,1700000
chr3,1070,107000000,1080,108000000,domain,1000000
chr3,1080,108000000,1098,109800000,domain,1800000
chr3,1098,109800000,1104,110400000,domain,600000
chr3,1104,110400000,1119,111900000,domain,1500000
chr3,1119,111900000,1130,113000000,domain,1100000
chr3,1130,113000000,1151,115100000,domain,2100000
chr3,1151,115100000,1173,117300000,domain,2200000
chr3,1173,117300000,1185,118500000,domain,1200000
chr3,1185,118500000,1196,119600000,domain,1100000
chr3,1196,119600000,1206,120600000,domain,1000000
chr3,1206,120600000,1219,121900000,domain,1300000
chr3,1219,121900000,1237,123700000,domain,1800000
chr3,1237,123700000,1254,125400000,domain,1700000
chr3,1254,125400000,1262,126200000,domain,800000
chr3,1262,126200000,1280,128000000,domain,1800000
chr3,1280,128000000,1290,129000000,domain,1000000
chr3,1290,129000000,1312,131200000,domain,2200000
chr3,1312,131200000,1335,133500000,domain,2300000
chr3,1335,133500000,1343,134300000,domain,800000
chr3,1343,134300000,1353,135300000,domain,1000000
chr3,1353,135300000,1366,136600000,domain,1300000
chr3,1366,136600000,1383,138300000,domain,1700000
chr3,1383,138300000,1396,139600000,domain,1300000
chr3,1396,139600000,1410,141000000,domain,1400000
chr3,1410,141000000,1422,142200000,domain,1200000
chr3,1422,142200000,1428,142800000,domain,600000
chr3,1428,142800000,1437,143700000,domain,900000
chr3,1437,143700000,1450,145000000,domain,1300000
chr3,1450,145000000,1465,146500000,domain,1500000
chr3,1465,146500000,1492,149200000,domain,2700000
chr3,1492,149200000,1501,150100000,domain,900000
chr3,1501,150100000,1510,151000000,domain,900000
chr3,1510,151000000,1521,152100000,domain,1100000
chr3,1521,152100000,1529,152900000,domain,800000
chr3,1529,152900000,1539,153900000,domain,1000000
chr3,1539,153900000,1580,158000000,domain,4100000
chr3,1580,158000000,1595,159500000,domain,1500000
chr3,1595,159500000,1608,160800000,domain,1300000
chr3,1608,160800000,1618,161800000,domain,1000000
chr3,1618,161800000,1638,163800000,domain,2000000
chr3,1638,163800000,1649,164900000,domain,1100000
chr3,1649,164900000,1668,166800000,domain,1900000
chr3,1668,166800000,1679,167900000,domain,1100000
chr3,1679,167900000,1699,169900000,domain,2000000
chr3,1699,169900000,1707,170700000,domain,800000
chr3,1707,170700000,1716,171600000,domain,900000
chr3,1716,171600000,1732,173200000,domain,1600000
chr3,1732,173200000,1743,174300000,domain,1100000
chr3,1743,174300000,1751,175100000,domain,800000
chr3,1751,175100000,1765,176500000,domain,1400000
chr3,1765,176500000,1781,178100000,domain,1600000
chr3,1781,178100000,1786,178600000,domain,500000
